msisdn,week_number,revenue_usd
e900f13329cafc93b4005a6ea49a5a51,34,6.260614945
e900f13329cafc93b4005a6ea49a5a51,24,4.356315848
e900f13329cafc93b4005a6ea49a5a51,29,18.75123468
e900f13329cafc93b4005a6ea49a5a51,30,5.382972237
e900f13329cafc93b4005a6ea49a5a51,35,20.16105624
e900f13329cafc93b4005a6ea49a5a51,32,2.676466248
e900f13329cafc93b4005a6ea49a5a51,33,3.067650216
e900f13329cafc93b4005a6ea49a5a51,23,5.752599354
e900f13329cafc93b4005a6ea49a5a51,27,9.786944181
e900f13329cafc93b4005a6ea49a5a51,22,16.21629852
e900f13329cafc93b4005a6ea49a5a51,28,19.97601757
e900f13329cafc93b4005a6ea49a5a51,31,6.109918488
e900f13329cafc93b4005a6ea49a5a51,26,8.655789807
e900f13329cafc93b4005a6ea49a5a51,25,4.423265112
bbd042bdf083aef417b35de9072079c9,32,15.42193502
bbd042bdf083aef417b35de9072079c9,33,18.9508125
bbd042bdf083aef417b35de9072079c9,34,4.710747923
bbd042bdf083aef417b35de9072079c9,35,20.25101531
b2ce92d7f69233ee7c79403590949b1e,34,6.323125678
b2ce92d7f69233ee7c79403590949b1e,24,13.19012274
b2ce92d7f69233ee7c79403590949b1e,23,2.429987164
b2ce92d7f69233ee7c79403590949b1e,25,18.83074059
b2ce92d7f69233ee7c79403590949b1e,32,13.30738299
b2ce92d7f69233ee7c79403590949b1e,33,17.85739609
b2ce92d7f69233ee7c79403590949b1e,35,12.19105362
b2ce92d7f69233ee7c79403590949b1e,29,7.961445353
b2ce92d7f69233ee7c79403590949b1e,30,5.767720346
b2ce92d7f69233ee7c79403590949b1e,31,3.764074973
b2ce92d7f69233ee7c79403590949b1e,22,7.390870699
e194d49054b82888e3067199faedf11d,23,6.370684225
e194d49054b82888e3067199faedf11d,30,3.743502126
e194d49054b82888e3067199faedf11d,32,11.29363778
e194d49054b82888e3067199faedf11d,34,9.479910147
e194d49054b82888e3067199faedf11d,33,10.22274269
e194d49054b82888e3067199faedf11d,26,18.13547146
e194d49054b82888e3067199faedf11d,31,9.763270751
e194d49054b82888e3067199faedf11d,35,11.43903646
e194d49054b82888e3067199faedf11d,24,3.404833196
e194d49054b82888e3067199faedf11d,27,1.441489271
e194d49054b82888e3067199faedf11d,29,13.52908727
e194d49054b82888e3067199faedf11d,28,16.44461361
e194d49054b82888e3067199faedf11d,25,6.303325552
26b05069a3bc58a43b4f6b67456a79f1,24,12.13841444
26b05069a3bc58a43b4f6b67456a79f1,29,12.51959428
26b05069a3bc58a43b4f6b67456a79f1,30,8.666240774
26b05069a3bc58a43b4f6b67456a79f1,32,15.28824404
26b05069a3bc58a43b4f6b67456a79f1,34,6.960676916
26b05069a3bc58a43b4f6b67456a79f1,35,15.71690778
26b05069a3bc58a43b4f6b67456a79f1,33,7.70796139
26b05069a3bc58a43b4f6b67456a79f1,23,18.36653739
26b05069a3bc58a43b4f6b67456a79f1,27,19.12243094
26b05069a3bc58a43b4f6b67456a79f1,28,20.50239327
26b05069a3bc58a43b4f6b67456a79f1,26,12.07167469
26b05069a3bc58a43b4f6b67456a79f1,31,5.357841633
26b05069a3bc58a43b4f6b67456a79f1,22,15.96533167
26b05069a3bc58a43b4f6b67456a79f1,25,20.37130915
57f29e212c415150c0fcd5862c6594f4,32,4.992559616
57f29e212c415150c0fcd5862c6594f4,23,10.70204989
57f29e212c415150c0fcd5862c6594f4,33,9.796503298
57f29e212c415150c0fcd5862c6594f4,27,8.170172968
57f29e212c415150c0fcd5862c6594f4,22,11.29846113
57f29e212c415150c0fcd5862c6594f4,24,4.389202395
57f29e212c415150c0fcd5862c6594f4,28,15.5958776
57f29e212c415150c0fcd5862c6594f4,29,5.299064049
57f29e212c415150c0fcd5862c6594f4,31,14.14976713
a87fd8b87051689ef44bc142e0676ce3,24,14.17975141
a87fd8b87051689ef44bc142e0676ce3,29,11.95250374
a87fd8b87051689ef44bc142e0676ce3,30,16.88232518
a87fd8b87051689ef44bc142e0676ce3,32,14.29033052
a87fd8b87051689ef44bc142e0676ce3,34,17.94350307
a87fd8b87051689ef44bc142e0676ce3,33,10.45370221
a87fd8b87051689ef44bc142e0676ce3,23,5.819283563
a87fd8b87051689ef44bc142e0676ce3,22,7.150521795
a87fd8b87051689ef44bc142e0676ce3,31,12.06953961
a87fd8b87051689ef44bc142e0676ce3,35,21.9800013
a87fd8b87051689ef44bc142e0676ce3,27,14.07214604
a87fd8b87051689ef44bc142e0676ce3,28,4.048887902
a87fd8b87051689ef44bc142e0676ce3,25,1.220700413
e20a2e2b063e068a13ae336324e53276,24,18.49512417
e20a2e2b063e068a13ae336324e53276,23,21.134999
e20a2e2b063e068a13ae336324e53276,25,4.148853019
e20a2e2b063e068a13ae336324e53276,32,17.88092093
e20a2e2b063e068a13ae336324e53276,33,10.83923164
e20a2e2b063e068a13ae336324e53276,26,9.272100132
e20a2e2b063e068a13ae336324e53276,34,3.581471205
e20a2e2b063e068a13ae336324e53276,22,16.85147263
e20a2e2b063e068a13ae336324e53276,27,15.6847622
e20a2e2b063e068a13ae336324e53276,35,12.2623383
e20a2e2b063e068a13ae336324e53276,28,19.4129047
e20a2e2b063e068a13ae336324e53276,31,20.73250924
e20a2e2b063e068a13ae336324e53276,30,16.33138875
e20a2e2b063e068a13ae336324e53276,29,1.418715984
97585183f9f7e54d881c69717cf8ed5b,23,5.729916936
97585183f9f7e54d881c69717cf8ed5b,35,12.82973602
97585183f9f7e54d881c69717cf8ed5b,32,11.47475047
97585183f9f7e54d881c69717cf8ed5b,34,18.14384068
97585183f9f7e54d881c69717cf8ed5b,33,12.30432043
97585183f9f7e54d881c69717cf8ed5b,22,15.30094781
97585183f9f7e54d881c69717cf8ed5b,24,19.26133235
97585183f9f7e54d881c69717cf8ed5b,27,0.99751853
97585183f9f7e54d881c69717cf8ed5b,26,10.4428038
97585183f9f7e54d881c69717cf8ed5b,30,5.071072792
97585183f9f7e54d881c69717cf8ed5b,25,13.75492798
97585183f9f7e54d881c69717cf8ed5b,31,8.739029285
97585183f9f7e54d881c69717cf8ed5b,28,5.837778862
97585183f9f7e54d881c69717cf8ed5b,29,10.51529902
476f69bd57aaf5066037f5e8ea96c969,24,17.49327378
476f69bd57aaf5066037f5e8ea96c969,23,13.15001205
476f69bd57aaf5066037f5e8ea96c969,25,0.309996109
476f69bd57aaf5066037f5e8ea96c969,29,11.04302135
476f69bd57aaf5066037f5e8ea96c969,35,15.26937518
476f69bd57aaf5066037f5e8ea96c969,32,4.793014529
476f69bd57aaf5066037f5e8ea96c969,33,4.737347454
476f69bd57aaf5066037f5e8ea96c969,26,18.42144402
476f69bd57aaf5066037f5e8ea96c969,34,5.356493102
476f69bd57aaf5066037f5e8ea96c969,27,10.84489084
476f69bd57aaf5066037f5e8ea96c969,28,13.9568628
476f69bd57aaf5066037f5e8ea96c969,30,15.48050273
476f69bd57aaf5066037f5e8ea96c969,31,10.45171977
476f69bd57aaf5066037f5e8ea96c969,22,14.9572396
f66bd185286bbad1c764cd7b7e4eef9f,24,6.750840816
f66bd185286bbad1c764cd7b7e4eef9f,30,7.980466417
f66bd185286bbad1c764cd7b7e4eef9f,23,7.780176206
f66bd185286bbad1c764cd7b7e4eef9f,25,19.6242914
f66bd185286bbad1c764cd7b7e4eef9f,32,20.26435678
f66bd185286bbad1c764cd7b7e4eef9f,34,16.88901461
f66bd185286bbad1c764cd7b7e4eef9f,33,17.23289915
f66bd185286bbad1c764cd7b7e4eef9f,31,11.60100149
f66bd185286bbad1c764cd7b7e4eef9f,35,19.39301069
f66bd185286bbad1c764cd7b7e4eef9f,27,15.43159859
f66bd185286bbad1c764cd7b7e4eef9f,26,4.36013658
f66bd185286bbad1c764cd7b7e4eef9f,28,10.3019594
f66bd185286bbad1c764cd7b7e4eef9f,22,4.766155987
f66bd185286bbad1c764cd7b7e4eef9f,29,5.864799345
84a9ef8089021693102eedbf38424e74,24,14.70786289
84a9ef8089021693102eedbf38424e74,30,6.82211703
84a9ef8089021693102eedbf38424e74,23,15.10153071
84a9ef8089021693102eedbf38424e74,29,12.62618062
84a9ef8089021693102eedbf38424e74,34,10.94574332
84a9ef8089021693102eedbf38424e74,35,5.305532552
84a9ef8089021693102eedbf38424e74,32,8.561531942
84a9ef8089021693102eedbf38424e74,26,14.57688267
84a9ef8089021693102eedbf38424e74,33,13.40151867
84a9ef8089021693102eedbf38424e74,27,17.72566176
84a9ef8089021693102eedbf38424e74,22,20.04922649
84a9ef8089021693102eedbf38424e74,28,9.196054716
84a9ef8089021693102eedbf38424e74,25,19.9402585
84a9ef8089021693102eedbf38424e74,31,3.02594821
596a0f29c79ec29d640766589133ba1b,24,4.27042601
596a0f29c79ec29d640766589133ba1b,32,12.14276394
596a0f29c79ec29d640766589133ba1b,23,19.56165271
596a0f29c79ec29d640766589133ba1b,34,6.264016108
596a0f29c79ec29d640766589133ba1b,35,0.544040271
596a0f29c79ec29d640766589133ba1b,33,1.900617746
596a0f29c79ec29d640766589133ba1b,26,11.47547578
596a0f29c79ec29d640766589133ba1b,22,2.961779295
596a0f29c79ec29d640766589133ba1b,27,8.475580067
596a0f29c79ec29d640766589133ba1b,31,4.730725931
596a0f29c79ec29d640766589133ba1b,30,4.743451157
596a0f29c79ec29d640766589133ba1b,28,14.47224043
596a0f29c79ec29d640766589133ba1b,25,3.045456948
596a0f29c79ec29d640766589133ba1b,29,17.70482672
e0852d0ae4b41c157008f70d4c3f346f,34,14.42283169
e0852d0ae4b41c157008f70d4c3f346f,24,1.342049041
e0852d0ae4b41c157008f70d4c3f346f,23,19.01448457
e0852d0ae4b41c157008f70d4c3f346f,32,2.103735562
e0852d0ae4b41c157008f70d4c3f346f,33,5.018404547
e0852d0ae4b41c157008f70d4c3f346f,26,6.049252306
e0852d0ae4b41c157008f70d4c3f346f,35,19.03837634
e0852d0ae4b41c157008f70d4c3f346f,27,6.41244412
e0852d0ae4b41c157008f70d4c3f346f,28,6.637761398
e0852d0ae4b41c157008f70d4c3f346f,30,0.969786665
e0852d0ae4b41c157008f70d4c3f346f,25,5.761021701
e0852d0ae4b41c157008f70d4c3f346f,31,15.68962643
e0852d0ae4b41c157008f70d4c3f346f,22,10.32026869
e0852d0ae4b41c157008f70d4c3f346f,29,7.749699444
792451f6ec31c2811dc3352ff7d75c88,24,8.400801242
792451f6ec31c2811dc3352ff7d75c88,30,18.94529169
792451f6ec31c2811dc3352ff7d75c88,23,12.39641236
792451f6ec31c2811dc3352ff7d75c88,29,8.289934206
792451f6ec31c2811dc3352ff7d75c88,32,19.78828564
792451f6ec31c2811dc3352ff7d75c88,33,12.48292942
792451f6ec31c2811dc3352ff7d75c88,26,0.940728276
792451f6ec31c2811dc3352ff7d75c88,34,10.6942419
792451f6ec31c2811dc3352ff7d75c88,35,5.849555306
792451f6ec31c2811dc3352ff7d75c88,27,17.54234449
792451f6ec31c2811dc3352ff7d75c88,22,0.788014311
792451f6ec31c2811dc3352ff7d75c88,28,17.49097544
792451f6ec31c2811dc3352ff7d75c88,31,9.752737756
792451f6ec31c2811dc3352ff7d75c88,25,6.867669552
961f1488ce493b74674d80d97690ba37,23,15.04964374
961f1488ce493b74674d80d97690ba37,24,1.486680971
961f1488ce493b74674d80d97690ba37,27,20.54129495
961f1488ce493b74674d80d97690ba37,28,11.05819298
961f1488ce493b74674d80d97690ba37,26,6.042536721
961f1488ce493b74674d80d97690ba37,29,9.72390468
961f1488ce493b74674d80d97690ba37,31,7.434825813
961f1488ce493b74674d80d97690ba37,33,20.00952548
66c93ecf156b838ca652cceda44de74e,25,14.09501216
66c93ecf156b838ca652cceda44de74e,35,20.30101714
66c93ecf156b838ca652cceda44de74e,34,5.663631721
66c93ecf156b838ca652cceda44de74e,23,13.03964447
66c93ecf156b838ca652cceda44de74e,33,20.04805754
66c93ecf156b838ca652cceda44de74e,24,25.69123519
66c93ecf156b838ca652cceda44de74e,27,13.89936371
66c93ecf156b838ca652cceda44de74e,26,16.57037722
66c93ecf156b838ca652cceda44de74e,32,14.42919469
66c93ecf156b838ca652cceda44de74e,22,3.348475591
66c93ecf156b838ca652cceda44de74e,28,3.259856346
28d69d07e7a0edc2167e7335cf1cddaa,29,4.533675462
28d69d07e7a0edc2167e7335cf1cddaa,34,22.76801846
28d69d07e7a0edc2167e7335cf1cddaa,27,10.6329574
28d69d07e7a0edc2167e7335cf1cddaa,24,23.62109483
28d69d07e7a0edc2167e7335cf1cddaa,31,19.3619059
28d69d07e7a0edc2167e7335cf1cddaa,22,7.184304931
28d69d07e7a0edc2167e7335cf1cddaa,30,8.65561421
28d69d07e7a0edc2167e7335cf1cddaa,33,8.234117237
28d69d07e7a0edc2167e7335cf1cddaa,32,7.335942278
707b13df1dde2b29b45e2b855c65c6eb,34,3.187803785
707b13df1dde2b29b45e2b855c65c6eb,29,16.68462539
707b13df1dde2b29b45e2b855c65c6eb,24,18.62197122
707b13df1dde2b29b45e2b855c65c6eb,33,12.35511352
707b13df1dde2b29b45e2b855c65c6eb,35,2.796605458
707b13df1dde2b29b45e2b855c65c6eb,22,12.51500163
707b13df1dde2b29b45e2b855c65c6eb,27,17.65736087
707b13df1dde2b29b45e2b855c65c6eb,26,12.13511455
707b13df1dde2b29b45e2b855c65c6eb,30,12.07247106
707b13df1dde2b29b45e2b855c65c6eb,31,2.980401611
707b13df1dde2b29b45e2b855c65c6eb,28,11.04732653
707b13df1dde2b29b45e2b855c65c6eb,32,3.423484454
707b13df1dde2b29b45e2b855c65c6eb,23,4.195073726
707b13df1dde2b29b45e2b855c65c6eb,25,6.291698968
75e74f2421403236d521cd1376270177,29,1.935496495
75e74f2421403236d521cd1376270177,30,1.616693281
75e74f2421403236d521cd1376270177,32,9.367906797
75e74f2421403236d521cd1376270177,33,17.92941643
75e74f2421403236d521cd1376270177,34,3.170113726
75e74f2421403236d521cd1376270177,28,4.994089577
75e74f2421403236d521cd1376270177,35,14.2083996
75e74f2421403236d521cd1376270177,31,18.30113496
032021aa22e1e29d6545afdda997126a,24,9.308571421
032021aa22e1e29d6545afdda997126a,23,9.839347068
032021aa22e1e29d6545afdda997126a,29,15.8725764
032021aa22e1e29d6545afdda997126a,32,20.32452277
032021aa22e1e29d6545afdda997126a,33,14.29459947
032021aa22e1e29d6545afdda997126a,26,16.77700257
032021aa22e1e29d6545afdda997126a,34,9.603663605
032021aa22e1e29d6545afdda997126a,27,12.31163485
032021aa22e1e29d6545afdda997126a,28,14.49260651
032021aa22e1e29d6545afdda997126a,30,6.662937962
032021aa22e1e29d6545afdda997126a,22,7.565845942
032021aa22e1e29d6545afdda997126a,25,4.224886321
032021aa22e1e29d6545afdda997126a,31,18.77931955
032021aa22e1e29d6545afdda997126a,35,9.260145485
1ae49c92ba8320fb6d668a5759452285,24,14.13727339
1ae49c92ba8320fb6d668a5759452285,23,4.770076258
1ae49c92ba8320fb6d668a5759452285,34,10.15146781
1ae49c92ba8320fb6d668a5759452285,33,1.307733393
1ae49c92ba8320fb6d668a5759452285,26,9.123642204
1ae49c92ba8320fb6d668a5759452285,35,17.9058364
1ae49c92ba8320fb6d668a5759452285,32,4.464006504
1ae49c92ba8320fb6d668a5759452285,27,7.874728122
1ae49c92ba8320fb6d668a5759452285,30,0.933910969
1ae49c92ba8320fb6d668a5759452285,31,2.971273899
1ae49c92ba8320fb6d668a5759452285,28,12.70278904
1ae49c92ba8320fb6d668a5759452285,22,5.561409418
1ae49c92ba8320fb6d668a5759452285,29,18.08982882
1ae49c92ba8320fb6d668a5759452285,25,18.75357972
b3eebe2d5ff78f2b17c234af5d953566,34,23.49130075
b3eebe2d5ff78f2b17c234af5d953566,24,22.43998863
b3eebe2d5ff78f2b17c234af5d953566,33,17.79960853
b3eebe2d5ff78f2b17c234af5d953566,22,9.242835109
b3eebe2d5ff78f2b17c234af5d953566,23,12.24116871
b3eebe2d5ff78f2b17c234af5d953566,27,3.881431952
b3eebe2d5ff78f2b17c234af5d953566,28,8.187171848
b3eebe2d5ff78f2b17c234af5d953566,31,13.86738993
b3eebe2d5ff78f2b17c234af5d953566,35,16.28638425
b3eebe2d5ff78f2b17c234af5d953566,30,17.59717122
b3eebe2d5ff78f2b17c234af5d953566,25,9.086257375
ccc5ab85e78c6d885f8dc4d6dac6056f,34,14.99129328
ccc5ab85e78c6d885f8dc4d6dac6056f,33,2.94012132
ccc5ab85e78c6d885f8dc4d6dac6056f,26,3.938548653
ccc5ab85e78c6d885f8dc4d6dac6056f,35,9.460427908
ccc5ab85e78c6d885f8dc4d6dac6056f,31,12.69612488
ccc5ab85e78c6d885f8dc4d6dac6056f,27,4.107079912
ccc5ab85e78c6d885f8dc4d6dac6056f,28,7.733063299
ccc5ab85e78c6d885f8dc4d6dac6056f,32,8.565819738
ccc5ab85e78c6d885f8dc4d6dac6056f,30,1.118328356
03475a30a1a0fee80bcc015d9b75a0be,24,8.218270821
03475a30a1a0fee80bcc015d9b75a0be,29,20.42333302
03475a30a1a0fee80bcc015d9b75a0be,35,18.61759013
03475a30a1a0fee80bcc015d9b75a0be,32,5.974702364
03475a30a1a0fee80bcc015d9b75a0be,33,10.33238467
03475a30a1a0fee80bcc015d9b75a0be,34,6.342785126
03475a30a1a0fee80bcc015d9b75a0be,27,17.49839064
03475a30a1a0fee80bcc015d9b75a0be,23,19.23555787
03475a30a1a0fee80bcc015d9b75a0be,28,14.74960503
03475a30a1a0fee80bcc015d9b75a0be,26,9.473779471
03475a30a1a0fee80bcc015d9b75a0be,30,17.19655166
03475a30a1a0fee80bcc015d9b75a0be,31,11.48367507
03475a30a1a0fee80bcc015d9b75a0be,22,11.07802191
03475a30a1a0fee80bcc015d9b75a0be,25,0.897904872
7e9695646c4030d5d02a2320be488596,23,9.43414332
7e9695646c4030d5d02a2320be488596,34,17.58347004
7e9695646c4030d5d02a2320be488596,35,15.42806976
7e9695646c4030d5d02a2320be488596,32,12.12222716
7e9695646c4030d5d02a2320be488596,33,1.646133979
7e9695646c4030d5d02a2320be488596,29,6.382665807
7e9695646c4030d5d02a2320be488596,30,12.26266823
7e9695646c4030d5d02a2320be488596,31,13.34763882
4d8f2678e1f22f9339deee6bb79cf77a,24,15.28847331
4d8f2678e1f22f9339deee6bb79cf77a,25,19.62634895
4d8f2678e1f22f9339deee6bb79cf77a,32,19.91930872
4d8f2678e1f22f9339deee6bb79cf77a,29,12.79094593
4d8f2678e1f22f9339deee6bb79cf77a,35,3.739463409
4d8f2678e1f22f9339deee6bb79cf77a,33,12.04051466
4d8f2678e1f22f9339deee6bb79cf77a,26,7.167115311
4d8f2678e1f22f9339deee6bb79cf77a,34,12.05174507
4d8f2678e1f22f9339deee6bb79cf77a,28,15.63376595
4d8f2678e1f22f9339deee6bb79cf77a,31,21.4065283
4d8f2678e1f22f9339deee6bb79cf77a,27,3.104706711
4d8f2678e1f22f9339deee6bb79cf77a,30,3.14698727
c9371856ff2a275c258405cb715d2185,24,13.60834966
c9371856ff2a275c258405cb715d2185,34,7.195995903
c9371856ff2a275c258405cb715d2185,35,12.52280233
c9371856ff2a275c258405cb715d2185,32,1.012450669
c9371856ff2a275c258405cb715d2185,23,6.500449061
c9371856ff2a275c258405cb715d2185,26,10.17553726
c9371856ff2a275c258405cb715d2185,31,2.354998159
c9371856ff2a275c258405cb715d2185,27,18.67606079
c9371856ff2a275c258405cb715d2185,29,17.53320882
c9371856ff2a275c258405cb715d2185,28,10.06210563
c9371856ff2a275c258405cb715d2185,30,11.96917473
c9371856ff2a275c258405cb715d2185,22,13.32448677
c9371856ff2a275c258405cb715d2185,33,4.149745257
c9371856ff2a275c258405cb715d2185,25,3.111966855
6e082f5a75bf5b669a4b95c08588a0b9,24,14.12895535
6e082f5a75bf5b669a4b95c08588a0b9,32,4.91952953
6e082f5a75bf5b669a4b95c08588a0b9,34,3.115890208
6e082f5a75bf5b669a4b95c08588a0b9,35,16.78111186
6e082f5a75bf5b669a4b95c08588a0b9,33,5.220660525
6e082f5a75bf5b669a4b95c08588a0b9,26,13.00497189
6e082f5a75bf5b669a4b95c08588a0b9,29,13.52669658
6e082f5a75bf5b669a4b95c08588a0b9,27,18.04390693
6e082f5a75bf5b669a4b95c08588a0b9,31,16.83389815
6e082f5a75bf5b669a4b95c08588a0b9,30,13.39176974
6e082f5a75bf5b669a4b95c08588a0b9,28,4.094495011
6e082f5a75bf5b669a4b95c08588a0b9,22,18.62183294
6e082f5a75bf5b669a4b95c08588a0b9,25,3.111154733
6e082f5a75bf5b669a4b95c08588a0b9,23,16.34542921
7bbd576f2c18dadf9a550433a02fef43,32,6.176908314
7bbd576f2c18dadf9a550433a02fef43,33,21.7052304
7bbd576f2c18dadf9a550433a02fef43,34,17.19251608
7bbd576f2c18dadf9a550433a02fef43,35,4.236996784
764e6a0f93495559a91a9ae140de3a81,24,14.27354992
764e6a0f93495559a91a9ae140de3a81,25,19.94703553
764e6a0f93495559a91a9ae140de3a81,29,1.6981581
764e6a0f93495559a91a9ae140de3a81,32,3.711369281
764e6a0f93495559a91a9ae140de3a81,33,18.61459984
764e6a0f93495559a91a9ae140de3a81,26,4.734888964
764e6a0f93495559a91a9ae140de3a81,34,8.240213546
764e6a0f93495559a91a9ae140de3a81,35,3.962888324
764e6a0f93495559a91a9ae140de3a81,27,8.920610742
764e6a0f93495559a91a9ae140de3a81,23,0.421621906
764e6a0f93495559a91a9ae140de3a81,30,12.15833754
764e6a0f93495559a91a9ae140de3a81,28,1.494557833
764e6a0f93495559a91a9ae140de3a81,22,12.7186805
764e6a0f93495559a91a9ae140de3a81,31,1.625116467
9b81a5c072159bc2bf0164fb1edcc5e3,24,9.481722465
9b81a5c072159bc2bf0164fb1edcc5e3,23,14.27343062
9b81a5c072159bc2bf0164fb1edcc5e3,29,20.46395703
9b81a5c072159bc2bf0164fb1edcc5e3,34,12.30019198
9b81a5c072159bc2bf0164fb1edcc5e3,35,8.514819629
9b81a5c072159bc2bf0164fb1edcc5e3,32,13.35623443
9b81a5c072159bc2bf0164fb1edcc5e3,33,19.41207721
9b81a5c072159bc2bf0164fb1edcc5e3,26,2.974337498
9b81a5c072159bc2bf0164fb1edcc5e3,27,11.00379495
9b81a5c072159bc2bf0164fb1edcc5e3,30,10.16416773
9b81a5c072159bc2bf0164fb1edcc5e3,31,14.44985138
9b81a5c072159bc2bf0164fb1edcc5e3,22,15.72855858
9b81a5c072159bc2bf0164fb1edcc5e3,28,21.34083936
9b81a5c072159bc2bf0164fb1edcc5e3,25,9.800514713
92ffcd681bcd10fd53c4918f06b804df,34,17.02646342
92ffcd681bcd10fd53c4918f06b804df,24,16.66418116
92ffcd681bcd10fd53c4918f06b804df,25,2.535761727
92ffcd681bcd10fd53c4918f06b804df,35,14.83412397
92ffcd681bcd10fd53c4918f06b804df,32,14.4233192
92ffcd681bcd10fd53c4918f06b804df,23,4.296451342
92ffcd681bcd10fd53c4918f06b804df,31,1.070127492
92ffcd681bcd10fd53c4918f06b804df,33,10.57537672
92ffcd681bcd10fd53c4918f06b804df,27,12.6576151
92ffcd681bcd10fd53c4918f06b804df,28,7.373555751
92ffcd681bcd10fd53c4918f06b804df,26,3.344675218
92ffcd681bcd10fd53c4918f06b804df,29,2.28248962
92ffcd681bcd10fd53c4918f06b804df,30,2.070058903
dae559bf48e9e3923c91531d0c287849,24,20.41052058
dae559bf48e9e3923c91531d0c287849,25,11.47364147
dae559bf48e9e3923c91531d0c287849,32,15.90282025
dae559bf48e9e3923c91531d0c287849,33,11.27594152
dae559bf48e9e3923c91531d0c287849,23,14.74565714
dae559bf48e9e3923c91531d0c287849,26,17.47236815
dae559bf48e9e3923c91531d0c287849,34,14.35147992
dae559bf48e9e3923c91531d0c287849,35,4.180813555
dae559bf48e9e3923c91531d0c287849,27,15.06674913
dae559bf48e9e3923c91531d0c287849,31,5.564015839
dae559bf48e9e3923c91531d0c287849,29,7.663304692
dae559bf48e9e3923c91531d0c287849,30,10.60784979
dae559bf48e9e3923c91531d0c287849,28,7.714511933
dae559bf48e9e3923c91531d0c287849,22,19.0969445
551e6974bbb748d7c49a517177cbdccd,32,16.13667849
551e6974bbb748d7c49a517177cbdccd,34,6.524252433
551e6974bbb748d7c49a517177cbdccd,33,5.661795367
551e6974bbb748d7c49a517177cbdccd,35,6.464387855
551e6974bbb748d7c49a517177cbdccd,31,0.562003871
8cace40a96c8941283e88599a195e5d6,24,21.45137438
8cace40a96c8941283e88599a195e5d6,25,1.05564337
8cace40a96c8941283e88599a195e5d6,34,3.515227509
8cace40a96c8941283e88599a195e5d6,35,9.901222916
8cace40a96c8941283e88599a195e5d6,32,18.80992271
8cace40a96c8941283e88599a195e5d6,33,6.14884244
8cace40a96c8941283e88599a195e5d6,23,2.737642929
8cace40a96c8941283e88599a195e5d6,26,10.00164266
8cace40a96c8941283e88599a195e5d6,27,18.0028914
8cace40a96c8941283e88599a195e5d6,28,3.706160415
8cace40a96c8941283e88599a195e5d6,29,15.00770344
8cace40a96c8941283e88599a195e5d6,31,6.156653565
8cace40a96c8941283e88599a195e5d6,30,8.25474113
8cace40a96c8941283e88599a195e5d6,22,15.42385231
06713aea9b721dc11640e5a5e288fe2c,24,12.99357855
06713aea9b721dc11640e5a5e288fe2c,25,15.81237138
06713aea9b721dc11640e5a5e288fe2c,29,2.365087523
06713aea9b721dc11640e5a5e288fe2c,35,10.38446566
06713aea9b721dc11640e5a5e288fe2c,32,16.65480253
06713aea9b721dc11640e5a5e288fe2c,33,7.112269905
06713aea9b721dc11640e5a5e288fe2c,23,5.473392329
06713aea9b721dc11640e5a5e288fe2c,34,11.4463383
06713aea9b721dc11640e5a5e288fe2c,26,0.750437407
06713aea9b721dc11640e5a5e288fe2c,27,11.6865089
06713aea9b721dc11640e5a5e288fe2c,22,10.21484619
06713aea9b721dc11640e5a5e288fe2c,30,6.049854332
06713aea9b721dc11640e5a5e288fe2c,31,9.534594557
06713aea9b721dc11640e5a5e288fe2c,28,14.88648215
d03e38652721e38550b84024a30135b6,32,9.48508023
d03e38652721e38550b84024a30135b6,31,12.60974909
d03e38652721e38550b84024a30135b6,33,0.506567826
4f633dcb9e19f575c0a99ae3dc74cb36,24,4.511008688
4f633dcb9e19f575c0a99ae3dc74cb36,25,2.636615744
4f633dcb9e19f575c0a99ae3dc74cb36,29,13.37944364
4f633dcb9e19f575c0a99ae3dc74cb36,30,11.7303257
4f633dcb9e19f575c0a99ae3dc74cb36,32,15.25620526
4f633dcb9e19f575c0a99ae3dc74cb36,34,13.3263605
4f633dcb9e19f575c0a99ae3dc74cb36,33,18.82363312
4f633dcb9e19f575c0a99ae3dc74cb36,23,18.96894806
4f633dcb9e19f575c0a99ae3dc74cb36,26,3.987292864
4f633dcb9e19f575c0a99ae3dc74cb36,22,2.418770346
4f633dcb9e19f575c0a99ae3dc74cb36,35,15.06474787
4f633dcb9e19f575c0a99ae3dc74cb36,27,12.88559912
4f633dcb9e19f575c0a99ae3dc74cb36,28,9.951205265
4f633dcb9e19f575c0a99ae3dc74cb36,31,17.24676728
ea5c75185fe7ff4f54c9f44872a1ab7a,24,13.02796204
ea5c75185fe7ff4f54c9f44872a1ab7a,23,10.40394691
ea5c75185fe7ff4f54c9f44872a1ab7a,29,11.28220412
ea5c75185fe7ff4f54c9f44872a1ab7a,32,4.200745706
ea5c75185fe7ff4f54c9f44872a1ab7a,33,10.09505118
ea5c75185fe7ff4f54c9f44872a1ab7a,26,14.14454787
ea5c75185fe7ff4f54c9f44872a1ab7a,34,11.01939948
ea5c75185fe7ff4f54c9f44872a1ab7a,22,3.33566167
ea5c75185fe7ff4f54c9f44872a1ab7a,27,20.14712009
ea5c75185fe7ff4f54c9f44872a1ab7a,28,14.13004588
ea5c75185fe7ff4f54c9f44872a1ab7a,31,17.61214791
