msisdn,gender,year_of_birth,system_status,mobile_type,value_segment
f95bcd28f8a0714e0d8d713a53c4e4f8,MALE,1988,ACTIVE,Prepaid,Tier_3
bfca02da1b89f46d271aba90aaa23764,MALE,1982,ACTIVE,Prepaid,Tier_3
0819e0f02186b8c8986e79901386017a,FEMALE,1977,ACTIVE,Prepaid,Tier_3
357dec97daa4184f5dd0fa67429d349d,FEMALE,1980,ACTIVE,Prepaid,Tier_3
870cd6540ab2ad74d5fd2edbda96eee3,,1975,ACTIVE,Prepaid,Tier_3
5b124d7e8a0bcfc2a31fb0c445de7087,FEMALE,1969,ACTIVE,Prepaid,Tier_3
b9b4d63d607414d3437ce359054d5824,MALE,1954,ACTIVE,Prepaid,Tier_3
906b4a28c8fdcc4e91f551d91cff9f92,MALE,1957,ACTIVE,Prepaid,Tier_3
e06fce4aea1fd6ec3c90a12c569d9be8,MALE,1971,ACTIVE,Prepaid,Tier_3
9524a27dbfa332df86d5e0acecb7b50b,MALE,1953,ACTIVE,Prepaid,Tier_3
b0184544712d606404d2763df0a31332,FEMALE,1991,ACTIVE,Prepaid,Tier_3
7314fa8284a7d4fece49a227cdbc15ff,MALE,1980,ACTIVE,Prepaid,Tier_3
3a576a947ab3c2e6750f538076544d21,MALE,1986,ACTIVE,Prepaid,Tier_3
0d7d5a157ac5cac8d017232ece632ec6,FEMALE,1960,ACTIVE,Prepaid,Tier_3
b896822e890c0dfb88a989db9fad8cce,MALE,1968,ACTIVE,Prepaid,Tier_3
4547069489ef642bee68379a7c392ff9,MALE,1980,ACTIVE,Prepaid,Tier_3
3e97a9a3aa010d09e412b335e2edc255,MALE,1949,ACTIVE,Prepaid,Tier_3
7125844acbbea64cf209c53da9e8febb,MALE,1971,ACTIVE,Prepaid,Tier_3
04762044b67a6352f8c14d7248268cf6,MALE,1994,ACTIVE,Prepaid,Tier_3
c889b5ad03b5c7c0b350894b16979fc4,MALE,1971,ACTIVE,Prepaid,Tier_3
72c85ebf31c2c8cd26e726b17e891c80,FEMALE,1989,ACTIVE,Prepaid,Tier_3
662c68ca1bec1e295809adbf0439f573,MALE,1994,ACTIVE,Prepaid,Tier_3
d0fc763c23fefe2dd51a8cb68abcf99a,MALE,1972,ACTIVE,Prepaid,Tier_3
a92b03a3d577a314c31f7d13ccc81827,MALE,1960,ACTIVE,Prepaid,Tier_3
775380d70c788d7eedd02a89f615727d,MALE,1981,ACTIVE,Prepaid,Tier_3
961f281b399a4081098b5f5965139d68,Male,1987,ACTIVE,Prepaid,Tier_3
1bb6c44431356ffce557ea28869e7b29,MALE,1982,ACTIVE,Prepaid,Tier_3
b0e69c1b77a3cae3fd76a16183c9eb56,,1996,ACTIVE,Prepaid,Tier_3
49291f1da9a4fe2572a9014db0ff0792,MALE,1990,ACTIVE,Prepaid,Tier_3
100b76f520b8fd21adb9af94d6ea9c4e,FEMALE,1974,ACTIVE,Prepaid,Tier_3
11e32db581f71631ded3cc115f166f6c,MALE,1957,ACTIVE,Prepaid,Tier_3
db50486e8195f97197617d18108654ba,MALE,1971,ACTIVE,Prepaid,Tier_3
3a7c454191c612058270449dd4b714be,FEMALE,1967,ACTIVE,Prepaid,Tier_3
7de72752921b1a2edff17e4eae0aea7d,MALE,1993,ACTIVE,Prepaid,Tier_3
db91dc780c4edb6107719ff926349747,MALE,1988,ACTIVE,Prepaid,Tier_3
9b0bba168fdc201baf581c560b723241,MALE,1961,ACTIVE,Prepaid,Tier_3
ea1d9450910e353c68e7e2432c3a0b85,MALE,1967,ACTIVE,Prepaid,Tier_3
382657c0e96049e1a9f1166d888b8a47,MALE,1990,ACTIVE,Prepaid,Tier_3
afc25cf1362415e720991e53a51f7aa9,MALE,1994,ACTIVE,Prepaid,Tier_3
a176a2f8d2bcde4688587857b7c9ea23,MALE,1989,ACTIVE,Prepaid,Tier_3
b1ac15e06e2b60b63a8d51fec6452960,FEMALE,1967,ACTIVE,Prepaid,Tier_3
cfa120f18f474a23774047b4075514ae,MALE,1992,ACTIVE,Prepaid,Tier_3
99575d6ddf8688359d42768e19a431cb,FEMALE,1994,ACTIVE,Prepaid,Tier_3
dad2405ad382e3a445d5ceebc0c65321,MALE,1991,ACTIVE,Prepaid,Tier_3
22480e5f5cc06a477fc122e7cbb3f2c9,FEMALE,1972,ACTIVE,Prepaid,Tier_3
17a9b4f6b871fd927fd654715393c4f2,FEMALE,1994,ACTIVE,Prepaid,Tier_3
af21dd587edee3fa6cb7aa07f068342b,MALE,1989,ACTIVE,Prepaid,Tier_3
a12cc13b9b816c6edfe32dc7187b0873,MALE,1980,ACTIVE,Prepaid,Tier_3
77d6c9a554e3cec5016f7e2e059e1ddd,,1986,ACTIVE,Prepaid,Tier_3
159d450fa2e7bd8a4c2fdc2ee7168a9f,MALE,1960,ACTIVE,Prepaid,Tier_3
2a53a3d0a42aed297c476cc347085ca2,FEMALE,1980,ACTIVE,Prepaid,Tier_3
4dbac2232ad55baeeeccfecfe0acc978,Male,1970,ACTIVE,Prepaid,Tier_3
e6042817c27eb556066da999e35920fa,MALE,1981,ACTIVE,Prepaid,Tier_3
67f1f82e96f9be193a50192e962221b4,MALE,1988,ACTIVE,Prepaid,Tier_3
3211b4ac4d4bc4274916dec0f8de4a08,FEMALE,1969,ACTIVE,Prepaid,Tier_3
6838bb7fd2117850761cdc9ded13bcff,MALE,1993,ACTIVE,Prepaid,Tier_3
fece539f8326472e6aa2b5c09f9b003c,MALE,1985,ACTIVE,Prepaid,Tier_3
6641131d15c614d7b69a5d42e3f54c7f,MALE,1994,ACTIVE,Prepaid,Tier_3
73aeea1a3cdd40ec64c7aa0152c67f62,MALE,1984,ACTIVE,Prepaid,Tier_3
1809e610db68cb9f53786ba2b159dd14,MALE,1954,ACTIVE,Prepaid,Tier_3
c0f1136d2d0ebf6dfdd1f76f999f104a,MALE,1953,ACTIVE,Prepaid,Tier_3
e5fa31f422d69a63eaa4625bc9beefa6,MALE,1974,ACTIVE,Prepaid,Tier_3
d9c4adb895d3a187a1b31388b5a7c7c7,,1987,ACTIVE,Prepaid,Tier_3
459b5651ee1c071c5463cf919d80a71b,,1993,ACTIVE,Prepaid,Tier_3
9d25f75efc5fa247af5eb54afa7a8568,MALE,1960,ACTIVE,Prepaid,Tier_3
d0a1b4d603b2bbf354051d53d2e7cc71,MALE,1989,ACTIVE,Prepaid,Tier_3
25a10ef01e11017a7076235d4fa373f8,MALE,1993,ACTIVE,Prepaid,Tier_3
6463dd2fa6797551624936a41de9aa45,MALE,1985,ACTIVE,Prepaid,Tier_3
b167b01a2542ad045f34eab68d878f38,FEMALE,1995,ACTIVE,Prepaid,Tier_3
453c39a1ab7d09c3a6534a7303541481,MALE,1962,ACTIVE,Prepaid,Tier_3
a34f47898a3cc89382974f6cdce1f930,MALE,1948,ACTIVE,Prepaid,Tier_3
8a9eae67fcc9f17c23596d3833e82e8e,FEMALE,1967,ACTIVE,Prepaid,Tier_3
6970b9ddaa1614cc683a9292617f9513,,1985,ACTIVE,Prepaid,Tier_3
bfe1553f36bad79efee03658017fa662,MALE,1986,ACTIVE,Prepaid,Tier_3
bb7dfbe8983487aaaaef9a35a065f135,FEMALE,1987,ACTIVE,Prepaid,Tier_3
56edf7b2c757c8c97d124b46349465cd,FEMALE,1992,ACTIVE,Prepaid,Tier_3
7fd791d53f2fe34ef8ff0f5d21c68971,MALE,1962,ACTIVE,Prepaid,Tier_3
d3d655e2ebe42ec2a7e24b259e984946,MALE,1987,ACTIVE,Prepaid,Tier_3
0bd0224b457b447cda9c73b5a968140b,MALE,1974,ACTIVE,Prepaid,Tier_3
eb0836e3698fde191f69554245d48e6f,MALE,1993,ACTIVE,Prepaid,Tier_3
b0284fbbd305ad8f8aa80c1da7e4ab26,,1990,ACTIVE,Prepaid,Tier_3
f979a6589239294085d52ad55fb2927e,MALE,1976,ACTIVE,Prepaid,Tier_3
c10ddcf1459d5821cc24744bdad17469,,1952,ACTIVE,Prepaid,Tier_3
e41c32865065acf9881481503cdf092a,,1972,ACTIVE,Prepaid,Tier_3
2fa1acf95947cdaaa105f8e4bb0a93ca,Male,1968,ACTIVE,Prepaid,Tier_3
52cb1ec83a87bbf399f28121eb6cd04b,MALE,1986,ACTIVE,Prepaid,Tier_3
7d627f62c7ca22f32cdae8255a627081,FEMALE,1969,ACTIVE,Prepaid,Tier_3
d798221a1498dc5625de2cdb39eb2e2c,MALE,1973,ACTIVE,Prepaid,Tier_3
266761395570843dd19a0cb5f6ddd9f2,MALE,1990,ACTIVE,Prepaid,Tier_3
08d07b38f626a785ab4983a1a2f06f70,Male,1982,ACTIVE,Prepaid,Tier_3
383df7b45487eac25a2c8537f26ce603,Male,1978,ACTIVE,Prepaid,Tier_3
2f6e7336a53278d4802187f3dca5d8f1,Not Available,1973,ACTIVE,Prepaid,Tier_3
9c69f879a05e179fd87496d65bb6f0d0,Male,1987,ACTIVE,Prepaid,Tier_3
6290758ca6a72003f4a62a08e7e44f4d,Female,1980,ACTIVE,Prepaid,Tier_3
a968b49d96e5a3bee683b3633c9c7105,Not Available,1987,ACTIVE,Prepaid,Tier_3
7874d28b24a5bfa7474334b80d27a9e8,MALE,1992,ACTIVE,Prepaid,Tier_3
4339251f808d22a3c090a32b5796fb86,Not Available,1979,ACTIVE,Prepaid,Tier_3
cbac56957d774b4832a31ddff5f44b09,,1988,ACTIVE,Prepaid,Tier_3
f500bcdc9c9584d79c9a116981aa0232,Male,1991,ACTIVE,Prepaid,Tier_3
23244a8c6a9e64eca28c8731d4e0873b,Male,1999,ACTIVE,Prepaid,Tier_3
f97b7fd97105c4d7fedc572389b2735b,Male,1994,ACTIVE,Prepaid,Tier_3
f648152bbc4a9d380e3346fa4f0ada03,Not Available,1994,ACTIVE,Prepaid,Tier_3
7da3490e477460b9aaf93edafec34213,Male,1982,ACTIVE,Prepaid,Tier_3
25bf473c27c703b382b6c06396bd379e,Not Available,1997,ACTIVE,Prepaid,Tier_3
7a7b90b531fd591208fd7430788ded9a,Not Available,1985,ACTIVE,Prepaid,Tier_3
1e02709107b6cb85757420572f63dd39,Male,1992,ACTIVE,Prepaid,Tier_3
1fb140f7e11018d7726c18c3d37f1f39,Male,1960,ACTIVE,Prepaid,Tier_3
a6a6aa9d3d6e20e17c9fb9f259c21a63,Female,1994,ACTIVE,Prepaid,Tier_3
c543e085e9a832c96717fc1151085094,Male,1987,ACTIVE,Prepaid,Tier_3
8f90cda55d70e1f4f7a3e51ec61329e3,Female,1988,ACTIVE,Prepaid,Tier_3
c0264333760214b0d0e4156f7d52c3eb,Male,1990,ACTIVE,Prepaid,Tier_3
6ed377bea0dc3601c88477446f7ea5bf,Male,1975,ACTIVE,Prepaid,Tier_3
f1aa8524c3c473a57a1810ecb60b6f34,Male,1975,ACTIVE,Prepaid,Tier_3
06afe2e36e88ba422a3d40e1474e738e,Not Available,1984,ACTIVE,Prepaid,Tier_3
dd4e9aaa6d668e4602ec17c027d38afd,Male,1977,ACTIVE,Prepaid,Tier_3
717564a6fd5db7f20121a6deb158187b,Male,1992,ACTIVE,Prepaid,Tier_3
cc0ddf8669c7619d3ae3c1496c9a105f,MALE,1991,ACTIVE,Prepaid,Tier_3
9db63ab1994f650181ce27eee842a034,Male,1991,ACTIVE,Prepaid,Tier_3
6e266b5cb0cda42193ef7aeba4f30270,Male,1962,ACTIVE,Prepaid,Tier_3
d23efa247a2f7ede4ad7bca82a8e861a,Not Available,1981,ACTIVE,Prepaid,Tier_3
371a441c597806c8e9f091185536e2c6,Male,1997,ACTIVE,Prepaid,Tier_3
8031f6ada255fcf84963c5ff060599b5,Male,1987,ACTIVE,Prepaid,Tier_3
c1f7c87e8c02fcb0fafe137a723d71d0,Female,1980,ACTIVE,Prepaid,Tier_3
ece004533cbc30ae51813155c46410d0,FEMALE,1976,ACTIVE,Prepaid,Tier_3
4e2820a979c9023c62c31cad98436fa1,Female,1982,ACTIVE,Prepaid,Tier_3
428cd8356b3e91a467eca29205a314d0,Not Available,1965,ACTIVE,Prepaid,Tier_3
c106084e449ab07f56333be5b15293af,Not Available,1986,ACTIVE,Prepaid,Tier_3
e06446f04ac48470af78f2e5b515ac03,Male,1978,ACTIVE,Prepaid,Tier_3
fb960c6c7c46689b328f2ac41e9999e1,Not Available,1978,ACTIVE,Prepaid,Tier_3
60b53f99fc3fe84917cab55529319181,Male,1996,ACTIVE,Prepaid,Tier_3
0de54c4b6284fcbedf2b09c321c4b252,MALE,1982,ACTIVE,Prepaid,Tier_3
2fb65f69c3b8aa8c8295ff868470174e,Male,1993,ACTIVE,Prepaid,Tier_3
24081ba56652a54663f8e27b6bb71197,Male,1986,ACTIVE,Prepaid,Tier_3
54b11a2cb0d3a5d7afb5e20679f1318c,Male,1980,ACTIVE,Prepaid,Tier_3
e4ac0c95bfcd46bafaac42559826935c,Not Available,1976,ACTIVE,Prepaid,Tier_3
ba262e916bf7a30fcd4acfc43fe3b01d,Male,1986,ACTIVE,Prepaid,Tier_3
2550066e9d416fa8f868814056b7877f,Not Available,1985,ACTIVE,Prepaid,Tier_3
1bcf3d43d31beb151b01dc64d4b94625,Not Available,1985,ACTIVE,Prepaid,Tier_3
2a226ab190e6d79e76e38e206d07f68f,Male,1994,ACTIVE,Prepaid,Tier_3
7a2cde0ed6568aba50f900a6c2520a4a,Male,1982,SUSPEND,Prepaid,Tier_3
7a2cde0ed6568aba50f900a6c2520a4a,Male,1982,ACTIVE,Prepaid,Tier_3
7597e7d12c645cc9ffcd73a1fd05f138,Male,1947,ACTIVE,Prepaid,Tier_3
937d66c4bda6ef28769dceabe16c5c47,Male,1982,ACTIVE,Prepaid,Tier_3
a200a5c0c088b338e9ddcfe5c49540c5,Male,1992,ACTIVE,Prepaid,Tier_3
c3d2324bc0d7ca1938ff64f6b02c4a91,Female,1967,ACTIVE,Prepaid,Tier_3
d90cde63d8a9d1903509b2164cc158b2,Male,1989,ACTIVE,Prepaid,Tier_3
7a34dfe051b0ecb70c1ef8e80ac75ec2,Male,1989,ACTIVE,Prepaid,Tier_3
b19cffe848a8b9a5732b8fb992b947cf,Male,1967,ACTIVE,Prepaid,Tier_3
d5c32396f8d819d947c44f61653ff5b0,Male,1996,ACTIVE,Prepaid,Tier_3
dfd5293c8533cfe01c583b55a8a929b6,Male,1983,ACTIVE,Prepaid,Tier_3
26ff78e6cc8a108203e31dbe3205fc51,Male,1984,ACTIVE,Prepaid,Tier_3
635e476cfe21be0063dd4d552126a1da,Male,1997,ACTIVE,Prepaid,Tier_3
54d6de9732fadfd8e2bc4c13b0769d39,Male,1960,ACTIVE,Prepaid,Tier_3
28d7da0884b735b60da44db9d1aa80e4,Male,1989,ACTIVE,Prepaid,Tier_3
f8bc79448d663d3013bfa328fdf8fae7,Male,1962,ACTIVE,Prepaid,Tier_3
0f3dfc64f78ef1ffa56ad7a7caf51b06,Male,1983,ACTIVE,Prepaid,Tier_3
30731242c3ef15fd0b9c999b7927dea8,Female,1973,ACTIVE,Prepaid,Tier_3
c3c531252d50b67bf8a0b0e5ad7629ec,Male,1994,ACTIVE,Prepaid,Tier_3
325b9de8517b4ada4c598abbfe66b925,Not Available,1988,ACTIVE,Prepaid,Tier_3
126141d5acb7b86c7866c3f7dc61c1a8,Male,1982,ACTIVE,Prepaid,Tier_3
fda7c8e8e155f5fa2843254e630fa762,Male,1995,ACTIVE,Prepaid,Tier_3
5e23b9d8983a26f2903929259ef27404,Female,1983,ACTIVE,Prepaid,Tier_3
0c02171a3c4de55a1b5708f95df79ee9,Male,1988,ACTIVE,Prepaid,Tier_3
e4452a9b58c7f5350c2b7f4f762b763f,Male,1988,ACTIVE,Prepaid,Tier_3
9941809fc1f9f1d6a8d478547b229af8,Male,1978,ACTIVE,Prepaid,Tier_3
8bccc920c3060e9eabf904d25be9e8d0,Male,1971,ACTIVE,Prepaid,Tier_3
b506f7bd9be09c8ee3fa389d9c607077,Not Available,1987,ACTIVE,Prepaid,Tier_3
6943ad53b6843e0eddfea57bed2fb5c3,Male,1971,ACTIVE,Prepaid,Tier_3
d6ce293ee0b577ad2b6ae61b6447ee5f,Male,1988,ACTIVE,Prepaid,Tier_3
243534aceebfabf069b9ef7a27fb2d11,Male,1964,ACTIVE,Prepaid,Tier_3
9512764d878c22103e9dddf784a29fff,Male,1986,ACTIVE,Prepaid,Tier_3
a700f196d36915a15baf4e951766166a,Male,1981,ACTIVE,Prepaid,Tier_3
0547ffefd4cd5e041ae8e6c15560544d,Male,1996,ACTIVE,Prepaid,Tier_3
3cce411b42c4a3dd4152caf7d8aa6494,Not Available,1985,ACTIVE,Prepaid,Tier_3
158f6dc5f6ffa1353a8e445303160fd7,Not Available,1983,ACTIVE,Prepaid,Tier_3
ef8d1d0ca3d7b2eba66719cb388c69b8,Male,1994,ACTIVE,Prepaid,Tier_3
0838dc09986c0938c583864d57e9085c,Male,1978,ACTIVE,Prepaid,Tier_3
ee97709795758a71614c889b0f0ba3b4,Not Available,1990,ACTIVE,Prepaid,Tier_3
2da716b74836e80d2e291ea77f3581d9,Male,1994,ACTIVE,Prepaid,Tier_3
5eb8d215b4cdebd5fce96526d8d1f2cd,MALE,1994,ACTIVE,Prepaid,Tier_3
afe709e5a1804c7265bd3c4360f6e792,Male,1972,ACTIVE,Prepaid,Tier_3
de227eef6c0f73860a5ffef6ccdd5146,,1986,ACTIVE,Prepaid,Tier_3
05534d643cfc26d03bbf6ea24eaed66f,Not Available,1991,ACTIVE,Prepaid,Tier_3
144dec1f73bee3a316390a5f2a38e943,Male,1989,ACTIVE,Prepaid,Tier_3
eccb50cabeee62c0091b62db3b08073e,Not Available,1970,ACTIVE,Prepaid,Tier_3
b7656a9017e54bfed5e7b3df21f4849d,Male,1986,ACTIVE,Prepaid,Tier_3
81221360b7f5ccdfef6941e7bdace739,Male,1958,ACTIVE,Prepaid,Tier_3
f76029e9cb1f56f87548552e29fa155a,Male,1987,ACTIVE,Prepaid,Tier_3
fd34ffba77666da06b0a1a1d5d7c1a6a,Male,1993,ACTIVE,Prepaid,Tier_3
28d80825ee39bd3b844303e25b0a69b0,,1994,ACTIVE,Prepaid,Tier_3
a33baace679f3334190029cdfa09e2be,Male,1962,ACTIVE,Prepaid,Tier_3
ccc527d7a0ae436225563e56d05b785e,Male,1976,ACTIVE,Prepaid,Tier_3
df9bb00c1a4b027e984e5419adc00c0c,Not Available,1952,ACTIVE,Prepaid,Tier_3
b5b24f2581a96801cc3d228990a6ad46,Not Available,1989,ACTIVE,Prepaid,Tier_3
3028d18019bcae66a5f245ff11f4e7b4,Male,1991,ACTIVE,Prepaid,Tier_3
bbb3698bc50537ff90c253d402ab8eff,Male,1980,ACTIVE,Prepaid,Tier_3
208ffed0969459bde04a99d237bd1d78,Not Available,1989,ACTIVE,Prepaid,Tier_3
2b3ddc75ab0348917d3f1012cfeab936,Male,1988,ACTIVE,Prepaid,Tier_3
6b3441098a363d6af4c389bae5676819,Male,1985,ACTIVE,Prepaid,Tier_3
179f698dcf5338d94d1f413acb8f70a8,Male,1985,ACTIVE,Prepaid,Tier_3
518cc9c60ad4c01ca0e13c5fedf5be1a,,1970,ACTIVE,Prepaid,Tier_3
518cc9c60ad4c01ca0e13c5fedf5be1a,Male,1970,ACTIVE,Prepaid,Tier_3
4ea3a99be7ee5d8683521c65baf51f19,Not Available,1993,ACTIVE,Prepaid,Tier_3
7039163c0ac7aeee16f80a8894c0b2aa,Male,1975,ACTIVE,Prepaid,Tier_3
37fffbad95a4673658b0c055b322caf1,Male,1969,ACTIVE,Prepaid,Tier_3
7edba98555c01ea1aaa7ace5a404d346,Male,1985,ACTIVE,Prepaid,Tier_3
ca7364bb5932109aedb55bb1667638a4,Not Available,1991,ACTIVE,Prepaid,Tier_3
dc839f3c5401d99b747ec010e449aada,Not Available,1981,ACTIVE,Prepaid,Tier_3
9105e6b6a8b7bc86f82663e739b22e1a,Not Available,1988,ACTIVE,Prepaid,Tier_3
de40c4b08c15d58d5fa576eb54b92f58,Male,1972,ACTIVE,Prepaid,Tier_3
df730ef269619776d56b5ba7f64e1073,Not Available,1972,ACTIVE,Prepaid,Tier_3
f33cbbcac0b04a6ace8b1d9361fef652,Male,1995,ACTIVE,Prepaid,Tier_3
aadb6a5b3e9eba6ab5bf13775267c3f6,Male,1987,ACTIVE,Prepaid,Tier_3
58b12bd23c0a8fc11360223463bab259,Male,1995,SUSPEND,Prepaid,Tier_3
58b12bd23c0a8fc11360223463bab259,Male,1995,ACTIVE,Prepaid,Tier_3
ab2373185b2c209ab453642eba14ee0e,Male,1964,ACTIVE,Prepaid,Tier_3
ceea2e0f117668239472ba64b00e0086,Male,1992,ACTIVE,Prepaid,Tier_3
966658b9ed37fea87fdfb74519da7c1a,Male,1975,ACTIVE,Prepaid,Tier_3
f0609469755738cf4db757ea12954b53,Male,1986,ACTIVE,Prepaid,Tier_3
f5f518c70f2ac577dbffa008150e6834,Male,1984,ACTIVE,Prepaid,Tier_3
fe33a582f6f5d57f033c50323450b747,Male,1984,ACTIVE,Prepaid,Tier_3
5161251dbe4385eab93046d12992952c,Not Available,1983,ACTIVE,Prepaid,Tier_3
8869aa0b9c98c5cd6e09bbe29986d00f,MALE,1988,ACTIVE,Prepaid,Tier_3
0f9fef14ce81518c0c523b560626a934,Female,1977,ACTIVE,Prepaid,Tier_3
0f9fef14ce81518c0c523b560626a934,Female,1977,SUSPEND,Prepaid,Tier_3
477063b04acbc14bd74a1d4aef001845,MALE,1985,ACTIVE,Prepaid,Tier_3
f7206578cbdc82037f69208e9c8e7d86,Male,1962,ACTIVE,Prepaid,Tier_3
71e9023583c1366402457a126b12070b,Not Available,1967,ACTIVE,Prepaid,Tier_3
f99d9cb96a82a75d47644076cd6e12f9,MALE,1966,ACTIVE,Prepaid,Tier_3
d1b3d3592149329c552c7060c236b494,Male,1989,ACTIVE,Prepaid,Tier_3
e6d8178ac70c3c7546a0f985705c4a6e,Male,1995,ACTIVE,Prepaid,Tier_3
1831078a913397f0fb52ef1d4a634aa7,Male,1980,ACTIVE,Prepaid,Tier_3
91bc14adc98663c959a8281fb6f9265e,Male,1985,ACTIVE,Prepaid,Tier_3
5687c86d580f0971eeec5760779ad365,Male,1975,ACTIVE,Prepaid,Tier_3
5578065caa07e93232ab48d6b38c7f9e,Not Available,1962,ACTIVE,Prepaid,Tier_3
bb06ec0e633311a19bcd29d41e265412,Male,1986,ACTIVE,Prepaid,Tier_3
8d5b4ef787781035120dfe1e4f98a045,Male,1967,ACTIVE,Prepaid,Tier_3
733a0379bfd8a0d32397c0cb5400b03e,Male,1960,ACTIVE,Prepaid,Tier_3
b9d2a735f625c90bd5ae4048519dedc4,Male,1990,ACTIVE,Prepaid,Tier_3
1ccf6a151153d0c49635b7679042a179,Female,1963,ACTIVE,Prepaid,Tier_3
fbe0ed739c5ad1934a9af186353ea149,Male,1988,ACTIVE,Prepaid,Tier_3
d08ecfdf2f42badc82f0e777fb2d9cc0,Male,1975,ACTIVE,Prepaid,Tier_3
a927dd48550ca5b4c1f341e3d06c4cfe,Not Available,1989,ACTIVE,Prepaid,Tier_3
11cb65daf1dc25149e077ae47e91bf32,Male,1995,ACTIVE,Prepaid,Tier_3
cc8006328e84c3dc6908676735bde9fd,Male,1986,ACTIVE,Prepaid,Tier_3
51e8c24b4bb2a0cfbbf94ed3e8d6a270,Male,1959,ACTIVE,Prepaid,Tier_3
815c8c5569047bc71496ea7e7c60acb7,MALE,1988,ACTIVE,Prepaid,Tier_3
93720a4aa5049f308aad17310239651c,Male,1970,ACTIVE,Prepaid,Tier_3
33b88bf5d9fd815ce6f723b2754050dd,Male,1987,ACTIVE,Prepaid,Tier_3
142dc3346a812ac4d2ba92c6d9245318,Male,1997,ACTIVE,Prepaid,Tier_3
b968b0af37f0caf5923e1b0a450bc0fe,Female,1985,ACTIVE,Prepaid,Tier_3
0178b0d367e5670e0c93e6f040930c2a,Male,1975,ACTIVE,Prepaid,Tier_3
0d2d93f55c28d9fec718f1099039360b,Not Available,1994,ACTIVE,Prepaid,Tier_3
1c93597871b5c61ec5da04156e7acdf7,Male,1991,ACTIVE,Prepaid,Tier_3
b5b40ec0ad0dbeaece5d570f637e19c3,Male,1989,ACTIVE,Prepaid,Tier_3
94eca3e9b553ef9d7017cefb2cd50d5a,Not Available,1976,ACTIVE,Prepaid,Tier_3
0df62e16cc7114300d6ba1bae62bd6b7,Not Available,1992,ACTIVE,Prepaid,Tier_3
4dc9bb5cdaac73ca7bcfce9c26efb751,Male,1979,ACTIVE,Prepaid,Tier_3
1b63737fbde1b2cb7a3062f741a756d7,Male,1986,ACTIVE,Prepaid,Tier_3
86b6750f5e5c764efab8351311abf5ba,Not Available,1996,ACTIVE,Prepaid,Tier_3
9785d5879b3f822ce174d96ac66044ea,Not Available,1989,ACTIVE,Prepaid,Tier_3
11b90b0ab95861aef0e765fb9bd96403,Male,1991,ACTIVE,Prepaid,Tier_3
f06610a8492c1fc0bdc365f8cdeae232,Male,1968,ACTIVE,Prepaid,Tier_3
a073fac7618f618b54216af8fa6b4c01,Not Available,1993,ACTIVE,Prepaid,Tier_3
80714add5401fd8153598c9c0510dcc9,Male,1996,ACTIVE,Prepaid,Tier_3
d75342890510d516b0f756ac9a6a8e01,Male,1983,ACTIVE,Prepaid,Tier_3
49833dd56bf3d93f7a87cbd61b7915e9,Male,1982,ACTIVE,Prepaid,Tier_3
9abd999038f19752ca12c96cd3453715,MALE,1967,ACTIVE,Prepaid,Tier_3
fefb97b0705d09031fcb44d76395763d,Not Available,1994,ACTIVE,Prepaid,Tier_3
3a18bcd7c1697bbdc8d810e5c27b630d,Not Available,1994,ACTIVE,Prepaid,Tier_3
84cd35de091a2e0af8aaaa26a68975e2,Male,1989,ACTIVE,Prepaid,Tier_3
d7aa6f791eccc0b04c011dff679a3c1b,Male,1996,ACTIVE,Prepaid,Tier_3
5de71a8c8c5cd672150276c2d5ca6b22,Male,1994,ACTIVE,Prepaid,Tier_3
359135967ec2af616c70e5b2354a6b07,MALE,1988,ACTIVE,Prepaid,Tier_3
5ae5f13d19b80a74bef3bd68cc58eaed,Not Available,1978,ACTIVE,Prepaid,Tier_3
36873d32455a68cd879bcfe5e33f2acb,Male,1996,ACTIVE,Prepaid,Tier_3
cdb768b72395aadd6b1b70a5ac0b96d5,Male,1981,ACTIVE,Prepaid,Tier_3
8d3802221b894152dd76c8ecb803a090,Male,1983,ACTIVE,Prepaid,Tier_3
1ef229be2535dbcd2b2153115692ebf3,Male,1989,ACTIVE,Prepaid,Tier_3
bdb451f0c11d138c3f75d088f1d0e886,Not Available,1975,ACTIVE,Prepaid,Tier_3
3088fc2b03bdcc448ebeb9f7bfb40724,Male,1982,ACTIVE,Prepaid,Tier_3
e4cf8277384b328d68b0a6f9a1849192,Male,1994,ACTIVE,Prepaid,Tier_3
9056d91e17b65d97e0c58f6b7312003f,Male,1962,ACTIVE,Prepaid,Tier_3
003b01b99af509ebc6276439ae05bc79,Male,1989,ACTIVE,Prepaid,Tier_3
4775be61927c60f826407fef69104ac3,Male,1978,ACTIVE,Prepaid,Tier_3
422c8cd5b5576a8a4f569d32c073fba1,Not Available,1985,ACTIVE,Prepaid,Tier_3
631f112a4a17593bc9c4329839959732,Male,1967,ACTIVE,Prepaid,Tier_3
31619a340a732e91cb87f1c08ce861c2,Male,1996,ACTIVE,Prepaid,Tier_3
fb987ab7b16764fdc0d5af12a799f61a,Not Available,1983,ACTIVE,Prepaid,Tier_3
489cb7a5cb951910e13d499d03360ae1,Male,1988,ACTIVE,Prepaid,Tier_3
2b38b9b36680bbf7a8791e24b14bf73d,Not Available,1969,ACTIVE,Prepaid,Tier_3
1024cbeda2d77db20ca7f5c1ca4dc83e,Male,1987,ACTIVE,Prepaid,Tier_3
