msisdn,imei_tac,brand_name,model_name,os_name,os_vendor
794fa5cfe846872526eaa385ff3ff6fc,c11b65d7c4da35ae7ea8182078953df0,SYMPHONY,V110,Android,Google
6647e8838e61d9a55e373ab79362daad,fbb16444bf2d311ce05ea42ec6a5792b,SYMPHONY,"D27, W19, L25",Proprietary OS,Proprietary OS
7fa272e115a1ed732f96533876b299bd,da936e2fbc699fd286178b8c7a6af1f0,HUAWEI,Y5II (CUN-L03),Android,Google
4a935216c8cd76a67134a0c8b92c0ca6,ceac4b994a5b48747c8b6ace866ad3b4,OPPO,F1s (A1601),Android,Google
8aff13fd213e158bf006483e3eb58dd6,f4b40b4bc78568f40476b9831d411805,SAMSUNG,METRO (SM-B313ED),Samsung OS,Samsung
91a91254a771a043634a06b79407f81c,fe0f33e22d17700f2c99ce20d75ac237,SYMPHONY,R30,,
cd4abfbbe126133f1c0c2b77e7c2715a,f2a1f5abed7f58d125cac0ae1fbac437,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
00c6928110547ae94664f7423842b065,f808678d6fcbdbe67f31d0a046b9badd,LAVA,KKT04 PLUS,,
480d9be657926ba67125408581b49502,88c1c9423ed3cd434807ea695528b8da,XIAOMI,REDMI NOTE 4 (2016102),Android,Google
2406bb51c82d4628549689c932ae2f74,813d0ab39de4ac5a5515843645c85f99,SAMSUNG,Z1 DUOS (SM-Z130H DS),Tizen,Samsung
2d6afc6bac7ee0e8e7dd608313b514db,3814a423e3cdb6027053c45156ae038c,SAMSUNG,GALAXY CORE PRIME (SM-G360H),Android,Google
2668b5c644e77cd450274a52a7881aa8,5d0c6c9900779386efc1c7318e684a4f,HUAWEI,Y541,Android,Google
ec83495aa60283cc485f74a448a60bd7,4e90a0d4c97663817a639a85bf31d8e0,HUAWEI,Y5 (2017),Android,Google
599511ae8f6bc509934607c06311df15,e7ca3dfd2079f2f6ee3dafd09980e068,OPPO,A57,Android,Google
0cf3eeb687467f7948566e3d70de0c2b,399d8aaf001996da375ef6be11038e84,WALTON,"OLVIO ML4, L16, ML5, MM11, MM12",Proprietary OS,Proprietary OS
1dec2d94a6ce64c071b39004d2d4637f,26ad97b543d8ec7944d84ceab3d6ab54,STIL,"SGC-01,SGC-02,SGC-0A,SGC-0B,SGC-0C",Proprietary OS,Proprietary OS
d816c0fc36985fc3c56cd9743217f2b9,51c0465eaa0b245a5446088d5abbec10,WALTON,PRIMO RM3,Android,Google
3a3efd731e97633dd7d9c0b2924e2afa,c5dbe1d25ed123ac3f427643dc3e1991,SAMSUNG,GT-E1282T,Samsung OS,Samsung
ee5755d39182b4026dd8e4b32d722902,3694c118609e7fd038bb0b9e0a457843,SAMSUNG,METRO (SM-B313ED),Samsung OS,Samsung
f24b791920004dbaeede522f0eeda5e3,f4b40b4bc78568f40476b9831d411805,SAMSUNG,METRO (SM-B313ED),Samsung OS,Samsung
147636198cc012383cd49d66d02bc37f,1788ef704b266038a6c0a67b74a8bd70,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS
bbe8c653dfc0b23fda778a14feda89ef,52612488f0e7cc1749dff3fa4969d8ba,TITANIC MOBILE,PHONE T-7,,
e556e23b91a094cb0dff57aaa8f9b8c1,a1dd3db65369cc2120251c6dc983ab89,SAMSUNG,GALAXY ON7 PRO (SM-G615F DS),Android,Google
db62e72ed5f671af20b9578cfd024928,f2e935469f6f334ea17f1ab676c1b217,SYMPHONY,L50,,
f2ffaa768d579ba7842f26fdec7751d1,7f643274f193c5242fb686fa8dbde6fa,NOKIA,220,Series30,Symbian
072b12e000f6b18873570f77c58c6fae,6aa06bb09e7bd64dbb35619b1cb2b4f1,LENOVO,A2010,Android,Google
53f2c78db49f59b47eb3f2a8a44e021c,a8e113e57482874cd07a4d088b2e2d9f,ITEL,IT5232,,
93d26571e7edabefd7b3c0944e4cce66,d98fa68415dbaeaf70ba1ea546c12ded,NOKIA,107 DUAL SIM,Symbian OS,Symbian
29a8178037f8addc8e8f92fb5ec5a074,3a17976284ec1613d57156a7265e984d,WALTON,OLVIO P10,,
edf16817ada58fac4f2769029885ef30,8f26d9de5ddaa4c8ae73f342a3390088,NOKIA,112,Series40,Symbian
5918397edd1e5466715bdcb72040a949,5e6f25de8676a2de274ae0a52044aac6,SYMPHONY,L24,,
d73adcf252bc66393ea10fdb2952bbbf,be8601eeba4c31fee79750f4345afd45,HUAWEI,GT3 (NMO-L31),Android,Google
3fe909c7050fea38fdf127b27abb2e8c,bbc46d2382c72307438269c8e9bd496f,SAMSUNG,GALAXY J7 DUOS LTE (SM-J700F DH),Android,Google
bf4ff99bb74d1766b42f6b92859ba4ca,412fd5bc4f19cb18fcd2bdc0a37886a8,SAMSUNG,GALAXY J7 DUOS (SM-J700HDS),Android,Google
67b5b916ba8cfb9628ab1b894b75e5eb,88d56dcb1dfbeec3980c8df8c913888f,VIVO,1727,Android,Google
b52e01977730263196ce2fda9bf3aa95,fa72974c2beb706153619bf68b287957,SYMPHONY,L65,,
c91a646f4cc6f3a63bd8b0f4dab6d5fd,a194792e62b7c7908482a5e52b903cea,NOKIA,5030 XPRESSRADIO,Symbian OS,Symbian
68a446982791811e3134ffd136b6539e,7619c6e7daec06cf595f5af623b25a80,SAMSUNG,GALAXY GRAND (GT-I9060I DS),Android,Google
595f00f74a2aa0aef22e9261026ed97e,02db2301510e30a5c2e70e36adc089fa,XIAOMI,REDMI 4A,Android,Google
cd884ac80cefd858c250edfab0b8370d,e6a2a7462dcbcc362f56d5da64981917,SAMSUNG,GALAXY S V LTE-A (SM-G900A),Android,Google
b7f315b9996832f9d6fa54345eb5f0e4,025e443bff3a972faf67faa2a76cc1ee,WINMAX,MH28,,
d0296205ad9244aaf435b7b267bf7e9f,adb4631e8b3045114e2950959081aef8,NOKIA,220,Series30,Symbian
1d478ba686635c6f9edcad24209a0990,43f4c1823c093c61abbb7d86040f0efc,SAMSUNG,GALAXY J1 (SM-J110HDS),Android,Google
23e129a24629539b0dd74ea47859a5de,bdf6c4f83d5fb07737646bc6bf2b1f16,WALTON,PRIMO RX5,Android,Google
7ec35a011b49bb9ae1a73873252bf454,96762f567ace556997563c6d80a1b912,SYMPHONY,V49,Android,Google
cf61cfb96a0025e3d1bc4376510ce3db,10006c2738d0c38b52bbc2bc8aed4ffb,MICROSOFT,LUMIA 640 XL DUAL SIM (RM-1067),Windows phone,Microsoft
8a7054fec2d480760cb47e11325fc321,72c4b6ad34bc51575e483af14edae070,SAMSUNG,GALAXY ON7 DUOS TD-LTE (SM-G610F),Android,Google
d045c6201f76b7e143168605491a2c41,883065e3b1e565c020def0b8d6327f5e,NOKIA,150 DUAL SIM,,NOKIA
dc778749a00e6354013cd7445aba6826,f6a35710f4b939c288cb117d0a5dd8ed,WALTON,"PRIMO RH, Z, EF3, R4, S4",Android,Google
3b8507759009c8998e2d07b97050af53,82ee889cf8ff11d2f006a9c59970354d,KINGSTAR,"KS-B20,KS-B21,KS-B23,KS-B24,KS-B25",Proprietary OS,Proprietary OS
2598ea3093b3cc7fe2a9499da0705ab3,f329899e4f2834ff58bb95c85dca4843,SYMPHONY,L55,,
3893003c9a5f6475668d55f4aa4fe620,a3bce25ea448ff0aaec9566d43deb18f,SAMSUNG,GALAXY J5 DUOS (SM-J500H DS),Android,Google
4240e6ca9b8c1a552b1e83700480b9c6,fe0f33e22d17700f2c99ce20d75ac237,SYMPHONY,R30,,
4c0db743ab95a7aa1d9e528768dead45,3814a423e3cdb6027053c45156ae038c,SAMSUNG,GALAXY CORE PRIME (SM-G360H),Android,Google
4a157965b4c723f2626fbc8840926717,157ab71eb007998f57292ac5b8bcbdf1,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS
7751597c27ab0ca7bcc40abf848e561b,f2e935469f6f334ea17f1ab676c1b217,SYMPHONY,L50,,
c77cb003b7ef1eb6073186b7c0200593,ce12acb25aae146cfb5b397c7de21962,HTC,DESIRE EYE (0PFH200),Android,Google
ec3a18208dc21b68226c00bde7842003,61cb379facb4d720cc5ef77018cd8ede,,,,
ca818a8425361ff38ec6b142906a87c5,cfd88f85d362078901076975a13c5b7e,APPLE,IPHONE X (A1901),iOS,Apple
a31ba85c8bf9b6badf4366144c86c722,fe1adffea04aabd9ba72a321e05c25be,NOKIA,105 (RM-1134),Symbian OS,Symbian
b33d37a3002fe7869d63432d7da90317,ff2ead69129e1eaf71ea8846778eebca,HTC,2PZS100,Android,Google
e822bc01531e50dbb0e23746561c865b,6e54701e5c9b64108559cce8d8389ca7,LINNEX ELECTRONICS,LE26 (LINNEX LE26),,
d658b231aa2511d31e3a84f099f6b65f,a722c86e6127a6619e6f6d1ccbd84d38,XIAOMI,REDMI 4A (2016111),Android,Google
6b75d260ec9cafa3d6a2d5c4f173523c,7be221db29dc92b487bc4a6a3c3a6c86,XIAOMI,MI A1 (MDG2),Android,Google
d04457460b1658839741287033523e07,d5bf414fb4efd683a813fc0fc0905a0e,APPLE,IPHONE 5 (A1429),iOS,Apple
f2fa953b0bf55cede35a82ca6e38633e,c395eac49569e6741faf98284aef725c,SYMPHONY,B13,,
81e6113437bf168995e119617eff5bba,3a17976284ec1613d57156a7265e984d,WALTON,OLVIO P10,,
8d1e9d5a16422cd971e4998f4b4ef0ca,3152ab0f1cc17f183a5f95913eb09041,LEPHONE,LECOM 3100,,
db28d8ae6f26045887eac54a0ef77336,d20e79d5a040cf96334f2f3ad4c3db38,NOKIA,105 DUAL SIM (RM-1133),Symbian OS,Symbian
f1ba77276715e9771bd6f387c7b2603f,1eec1abead4b4ad07665ff13da3742a9,WINSTAR,"W90,W100,W200,W300,W400",Proprietary OS,Proprietary OS
7d8f79924ce4e889c2e93bd7f70ca9d9,95f8632b406f8deb3e61c15de818d34d,VIVO,Y53 (1606),Android,Google
2ff1e15760d2d3aaf5fa0b3a973d7f09,dc6e85540578d3a9e265dc9f13b643f2,SYMPHONY,B20,,
e577bcd8ed9cc6aa68caa5512a85c259,7f8387ee597629f696b2a887beda47b8,SAMSUNG,GALAXY J1 (SM-J110HDD),Android,Google
2ab0d0991ba559adbf44175fb3f2a563,df847b04fdd5285750cd31fa7218fe43,ASUS,ZENFONE 5 (A501CG),Android,Google
d31d1b2aab2576159fd29af2e293b4ed,86f52ce6c4e484ab564f8fe195b6847c,LENOVO,VIBE P1M DUAL SIM TD-LTE,Android,Google
ad4f1bfeb24b9fdf3370831979cb040c,968f0a7666cef9ff49befd777ae931e7,SYMPHONY,P9,Android,Google
58a9f2ca8d149f84ba5b87e8de19ef7e,445035141fa0d21fc9cc160f0355634b,SYMPHONY,I10,Android,Google
0e0fe8c83a98a4af2050d8a031c96088,9d2ec44102ff29c351e96f8f2d8dcadd,ITEL,IT2180,Proprietary OS,Proprietary OS
051639884dbd6f18de696b10f6e2ff23,3152ab0f1cc17f183a5f95913eb09041,LEPHONE,LECOM 3100,,
a6bba862457eec0030bc75f2b39ab8a9,261181addf07659be6652f4638a94703,SYMPHONY,V85,,
a14225c0a6e0f9e4563c7900aa7435df,65a0b9337c703fae43ecb7afe74758a4,SYMPHONY,L17,,
bed1aa4d4adef4f5dacc728908b6e232,d87ae13cc917a20a55b5612d3cfffb6e,TECNO,F3,Android,Google
f7a9186728859cdfce1e47ad4b32064d,4e3147e1728b0f303e79d808dc38279c,SB TEL,"SYMPHONY B12, D115",Proprietary OS,Proprietary OS
d22ce771fa037dfb94abe5be2b1028f0,765d62fd9842c6be4508b6b138fca3a4,WALTON,PRIMO ZX2 MINI,Android,Google
f11fd2f6113cdfe5a85e197e50437f55,ed71084852fa88633001f6096b4c1eda,SYMPHONY,D23,,
422d8e9cc44d5ff5a028356d1c7123ad,84698a8b4ae50ea0d7d7280c20bd5a70,HIMAX,"H66, H77, H101, H102",,
bc3c2d409febca2b134b77540dd00d61,dc93459f86a43d0b30566b7abb0e3168,SYMPHONY,"B16, T49, ZV, BL55, T8PRO",Android,Google
df33004572294d98d004e27b2d9f29d3,cfd88f85d362078901076975a13c5b7e,APPLE,IPHONE X (A1901),iOS,Apple
29aff97ae2ade5a67f778b217809b475,9492c7e0c74ce85a554909f27fde6fb5,NOKIA,108 DUAL SIM (RM-944),Series30,Symbian
79f67a3cf25a6eb09f9b6cb4a04c1083,e312686240186ac665f6f3216616d52e,SPORTS,"SP1, SP3, SP7, SP9, SP10",Proprietary OS,Proprietary OS
27fe96b49c53705622ea8f7123bd0867,b167ac009e828013c71cd363b414e3d7,ZELTA,PH22,,
05ff9c4a0ba428eb35abcc01911b1b48,b66673d313c4b51d8f9c61e3b81d402b,SAMSUNG,GALAXY GRAND PRIME (SM-G531F),Android,Google
97f0b07c374c8a1a0f11f75473efde99,3ad80e70b34e11cb6d9c22d83e8874a2,LAVA,KKT05 POWER,,
52d6fac5b58d755a9e4cc4c91f7b6ed4,395b163b071e5880e66ac57c5768673e,SAMSUNG,METRO SM-B350ED,Samsung OS,Samsung
feaa626c72364b0685b4535a3acc1482,fe3ab8086ce2aeb745377b2527ff7291,OK MOBILE,M10,Android,Google
f591ef8ec9d54b95f244b29bd1535336,7664583ddfadb8d4f537ccedaed08186,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google
e2948438c146c006bc7d9828f9460746,2796544626bc00a87bf6dbbe218d3d2f,WINMAX,"W1,W2,W3,W4",Proprietary OS,Proprietary OS
0c7b7edec2925507e3fc82955a78862a,8bc369e70e989afb5b2ea6515d685615,LITEEL,LITETEL LT2803,,
8d0e7e0f6d9e18fffcb3628734953272,2ddb1772eccf2529cb697df9bbeb0948,SB TEL,"SYMPHONY M82, T63, B4, T48, B4I",Proprietary OS,Proprietary OS
81451ebb23dcf649b95ad8ecafee3c91,84cdbfa40df50d300e67330b6daef13e,NOKIA,215 DUAL SIM,Symbian OS,Symbian
d7cd32bfafae536710c53291e3ed1dda,ed328e68fc56e0f84e06ae0b75c17bba,NOKIA,1200,Symbian OS,Symbian
05aa1ea56c79b804c74cd87ac9b0b9ea,3efc7e049efc10c184fd85a2488e0095,SYMPHONY,"BL40, BL45",Proprietary OS,Proprietary OS
f338451f93da32edb4fa8d504e3d0fa4,5824b6bf7ddb8cf0ae7ee14c868a430e,SYMPHONY,B13I,,
164402263905e080420629d35568e919,d3a06c5372286f7af2727b03ef1e8a52,NOKIA,220,Series30,Symbian
8235d1a8ee1f629ae18669f307a3b947,fd3d2fa3401282b4ce6b8396053f377c,WINSTAR,"W27,W37,W38,W47,W48",Proprietary OS,Proprietary OS
61ccc428dbbae3e9913c6034f1082990,1dc97fb8832b3e9d5bc5ccbec5aa1a1e,ITEL,IT5231,,
f63d9ce8a14313662369c3b7e058d144,290a5a22273890246e7bf78d33626e8d,LAVA,R1,Android,Google
aa7f0130746026ab2619a79987108987,d5e0bdfecd6a926375ceac5b20f2c165,NOKIA,105 DS (TA-1034),Symbian OS,Symbian
166c03fb2f29e5643ae6fc4eb1341c62,df381a7ccb904ae36914f5bda3eb14a5,SAMSUNG,GALAXY NOTE 4 TD-LTE DUOS (SM-N9100),Android,Google
6a70192f289f4ab0014cb3e798319505,fe0f33e22d17700f2c99ce20d75ac237,SYMPHONY,R30,,
1397a3c16844161777e7209458da0e3d,16dc9330eacb36714f91861e6187709d,HUAWEI,Y6 II DUAL SIM (CAM-L21),Android,Google
53ad48425694f6264da7322b52acf5f8,2cd75496ce97a807ec398c9b0fd8c758,SYMPHONY,D55I,,
51ab80469b89eba63ea4c0dfe9cee533,fd530b1698837766658a4b810435ff24,SAMSUNG,GALAXY GRAND PRIME VE DUOS (SM-G531HDS),Android,Google
9a5d7977a255d68616b69999579d9b5b,1098bab5bc43a68a3669287afac1a083,SYMPHONY,D91,,
3477e51ec71a2f6852d531bb52f5857a,1dba5dfc8eec7e01a90cee4eff03f7b9,MYCELL,"S1, S2, S3, S4, F2",Proprietary OS,Proprietary OS
a4274d1785a8203816f7159de6139bc2,b962d52a11466c2573f8a737ae515308,NOKIA,5 DS (TA-1053),Android,Google
1df7ec79ab9578c7fd86d32c18895676,dcc1054aa44b4aa1bc07eb0cc400107f,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
3360cef879e998c568f2f4de609e5921,f9038bc5ed22391f5836c69bf5253e6f,NOKIA,110,Series40,Symbian
824fad7d91ad0ea7412f789063280a82,741762f8a6d4d0ed1208133b0b80e187,XIAOMI,REDMI 5A (MCG3B),Android,Google
41669c740d764e1f10c561185600d5b4,9e76cdf5f369d6f3e6e6b478d3e195dc,HUAWEI,GR3,Android,Google
aa5527f6a7bb3bcd52466c84db731e06,626db29f19f27a8f22f2e35b80aa3301,SAMSUNG,GALAXY J5 DUOS LTE (SM-J500GDS),Android,Google
9b20f12df068dc7ff9c4e6afb17db2e5,dad37f5a2b4ef4cdab7e5a777e9ea84c,WALTON,PRIMO GH7,Android,Google
200f58ed179405a14100f8d03a0febd2,9969212dd2f3e9aaba520974f55b351e,WINMAX,BD12,,
2cea14713808e0169604703c8ad3d1aa,073c51e1dae2de64810d580a1a6b1cb1,ITEL,IT5040,,
14d752fee65bd21068069f4a664381ea,f6028db2c8618fb1498527636dbe176a,SYMPHONY,B17,,
c25199081f4beab1c4fc879adbfc5a9b,430557f3c44a7a42ce9425958c26b64b,,,,
a2dab5d8c703a29a66f4c26da60a318f,a0c2d4b4a174ff5dfe8828659ae489ea,OPPO,CPH1729,Android,Google
349669ffb0e2658ac28e20148101d33d,cf4ddf38a33be5c85031aa179ce28491,APPLE,IPHONE 7 (A1778),iOS,Apple
61c24b5dd64b0d5710e2eb4894d5e14c,11d9b75cfe2921f27b96bb98448d6af8,OKAPIA,G3,,
6c57e3d71af16a9720415f090b09e7f1,472357714ec6131c1db18838dbb90ac1,KINGSTAR,"M4,X1",,
547738e4792a35759db6830f361e9f8b,77d08ddc2ff7329e32947bf7696e3ae0,SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google
c78c1b0c4db23d90301049855fc126af,1788ef704b266038a6c0a67b74a8bd70,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS
90593f48c2282f9ee63f34a63ed60599,9025d7adfc250f6b692ff83fee676c5a,HUAWEI,Y3 (CRO-U00),Android,Google
7ebad46ec217781d49e180d1662fd13f,721863cefae378a3641ca50da51531d4,SYMPHONY,H60,Android,Google
86c6ddd7655bee17fbabddff259dca65,f6a319e1bbfc9c59aefb45f971a3352d,SAMSUNG,GALAXY J2 DUOS (SM-J200G DD),Android,Google
e8f4e380ab921bb5b233c119cfc30071,d10a20ddc76d8d485d5e04c72ca0bd16,SAMSUNG,GALAXY V PLUS DUOS (SM-G318HZ DD),Android,Google
49bf7a05ee73fd1655b33c29b1a683da,2b8711a393570af4acfb506b14ccceb7,MYCELL,M108,,
2811099b3e0b0eeb359f83d6a49c47d1,61935eb08459eb79cdddfff9a7cc01c8,SYMPHONY,I110,,
99fea6340020dff9a8af7eb9ddfc4d8f,1242ed30dd73d9dcc4baff152fa57ade,HUAWEI,G PLAY MINI (CHC-U01),Android,Google
3fe5aaeaec9c5e3617a5cb389eead011,9f4894ccb71711497e5df44e8ec23f03,NOKIA,3310 3G (TA-1006),Proprietary OS,Proprietary OS
b189d01a88124b77fa4b45d278d4fdae,d4e28e2b309211ee014337d2cadb14ed,SYMPHONY,B22,,
f21d91054838883ce69a8fb3b7c0f6bf,c4a199ac879783ae1c72876396eebfd7,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google
cfdb121b4f46a9a76ce53ce21588bb48,423c126a58a7119082093b889d669c9a,SAMSUNG,GALAXY S DUOS II (GT-S7582),Android,Google
8b5a5d9e4cf4ff5ef86bde0857cfe7e6,9eda0e6badee9a395b40d2ab366ebe8d,WINMAX,MH5,,
22a5f6386db4e025e2374656ab6016ad,157fcfc4a7dae482de544825e202e35a,WINSTAR,MOBILE PHONE S-4,,
9e1a91e14ae110d41db9990dfb86fce3,cebe144f206c224865d47d74d34a9ae6,SAMSUNG,GALAXY J5 DUOS (SM-J500H DD),Android,Google
ef4475830a81ab316036f80c094aed49,e48977f338fc3d297cdbd5d1fdbe292d,OPPO,A37 (A37F),Android,Google
8ee33342e9ae08c25c7231385b2f832d,d03a7ab9f7e78b3cba4f719a740cf139,SYMPHONY,P6,Android,Google
5ac1363efe8c2d3c12baed014b03f033,f66586559f23cd35de10f3f717aa2a41,MICROMAX,X1I-2017,,
6fd5193bf318f315b2eac24ab1fbb075,a838d0b67fc0def966d330b8e9c3f638,OPPO,A37 (A37FW),Android,Google
255c3a62c02f4ea19142455fc108cb53,7145c0e143fea5b1324edb56fe2f7b03,WALTON,PRIMO D7,Android,Google
c7b5eefbd6f8c1774881e53d732c6f56,2981a9fbaa281d4c48c3cd4e55dd80dd,NOKIA,215 DUAL SIM,Symbian OS,Symbian
21cb9d71f2fafbdac8e9ee334cb4b805,e1761218cfd46dede7e35baf8400594f,HUAWEI,Y6II (CAM-L21),Android,Google
1d3cffce5812a41152f8019b8b960810,ff325dcaf407716343296deb33d70021,NOKIA,"105, 1050 (RM-908)",Series30,Symbian
46426963b41d9e2910c440a5da4c9fc4,531491fde883ba134bb857f60be4a7f1,LITEEL,A1,,
5ced592d38e74dea0fd4f335ab5e909b,96762f567ace556997563c6d80a1b912,SYMPHONY,V49,Android,Google
cf8cd0049ccdd5cd5751a3e7096749f6,2d759b5a89048942f6f96af92a4cfa95,HUAWEI,P9 LITE,Android,Google
a25741341b9ca6acfe2d1bc88d364ac4,0ad4bdf9fa2c70beb36bc0dbdd6b0c7c,LITEEL,LT1803,,
82ebc18c8d554d5819726b7b4ee4007f,110f73736e1e1fe0ef5cb8a581bc0ec2,WALTON,OLVIO L22,,
a0a51069044d33fc513289182a28d2de,fe0f33e22d17700f2c99ce20d75ac237,SYMPHONY,R30,,
84f9cd696e7655f597c7ffffc47bac89,1dc97fb8832b3e9d5bc5ccbec5aa1a1e,ITEL,IT5231,,
866dee3a2e8202b8b6189dbd8c259a45,6d9f0a989b5314f7cd3193586d351b49,KIMFLY,M10,Android,Google
74416d93d1a8d5635273e78d94604eb0,e46c0b05520da8106b81861e33b2da65,LITEEL,LITETEL LT1801,,
8c9ddf28c3e963fc682a5a1ff6c7628d,4669b9583e05075ca81f7faeeea9edab,SAMSUNG,GALAXY GRAND NEO DS (GT-I9060),Android,Google
af3d99d5487c7cb9725cbdafa8c06c15,98fa6e89c789597c0b554f36b8cb1898,SAMSUNG,GALAXY J1 (SM-J110HDS),Android,Google
88ae7b9616698618e1f30e4aa55845b7,799bae4f87f6fe1ec8e8468a07f8b08a,SYMPHONY,I21,Android,Google
c1e203395ad52e179afd696ca59b8091,dc93459f86a43d0b30566b7abb0e3168,SYMPHONY,"B16, T49, ZV, BL55, T8PRO",Android,Google
31671e513104e753ec72950130f1bf20,9168a6e61112f39757ceec81a5da1e99,PEACE,X668,,
413c5b2a135c965bf92613e75b87fc87,b7418d4c7ad1f2d4a2203259d22f7b28,HUAWEI,Y3 2017 (CRO-U00),Android,Google
430ff0e8761c11ee48f44a64d4f6e3b6,fb2b4e66cd697b1c6523adb635dfa322,TINMO,F900,Proprietary OS,Proprietary OS
bc6f4db505c4fc497b96384c4583e4d1,ec8d6d1f63ac724f517000ca31b029fc,OPPO,CPH1609,Android,Google
520b42913626d569b22596f4cfa337e4,e95a4e914e0525c9016d64d87c1b4c9c,NOKIA,216 DUAL SIM (RM-1187),Nokia OS,Symbian
d5cd563ce0c9eacc29c9ee41c1a32da7,564c4f2580ab7c6df733c61ef3a39ea5,SAMSUNG,GALAXY A6 PLUS (SM-A605F DS),Android,Google
9c129cc8432c29cfc794c236271be40e,fdb3f9da52a290cecd151625581d0f99,ITEL,S11X,Android,Google
66b4da895cd20bf1c44a51c969535274,a5f3d2dbd93ef5fbc355816580ac24fb,WALTON,"PRIMO EM, RM2, RH2, WALPAD C, EM2",Android,Google
26a6c6c30621a215b167071787fcb048,f4746f322d668adb45631e29a19703db,HTC,DESIRE 626G PLUS DUAL SIM,Android,Google
fb5167408e67b8f874825436e23f93a2,ced32d435e9c31b23409acef739312ce,TITANIC MOBILE,PHONE T-90,,
ccd2c4400bd81ffd342089287245a0a8,621db3cd69e2f031707c76fe5a278195,ITEL,IT5600,Proprietary OS,Proprietary OS
0477713df4a16884071822970b25defa,4d6d7223cbebbebe3f12acfa817be8c2,WINMAX,BD45,,
87eb6ad7ad7c2d63b2d11c8700cdf3ca,2c9f1c52128e7bdf00c07dbe8fd2427c,NOKIA,6020,Symbian OS,Symbian
ebc09c82f30f488beefc3d81b340a013,26ad97b543d8ec7944d84ceab3d6ab54,STIL,"SGC-01,SGC-02,SGC-0A,SGC-0B,SGC-0C",Proprietary OS,Proprietary OS
2519b38da06fee473766173f1dd3a971,624707bf89e72a4b4b99f71eda98e796,ENERGY PLUS,MX 2403,,
2febd4f2dccee1cbc8a9e69348b1f2f6,718087c5616d8bbdb434b67f8a02afba,SYMPHONY,"L25, FT42, W130, W69",Proprietary OS,Proprietary OS
c5b95bf97b1673b042f44b05d4052cbc,e11775bfe379d022d5714ae7e564d7f1,SYMPHONY,"B16, T49, ZV, BL55, T8PRO",Android,Google
8b24860568c93d91a8fad0a75eac3d3d,d284da35df0f5ae63c85665c363943f1,WALTON,OLVIO L10,,
ecf383e73c1139ea564cdf69a874b9d2,42298dee1b0cd6164b0df01da077dd95,,,,
92ea626f79f23795ac437aad2b8168d4,445035141fa0d21fc9cc160f0355634b,SYMPHONY,I10,Android,Google
c326797ab2629ce5754b75820d37d922,c4a71332564cad2633e08060b2d1dbfd,FIVE STAR,"F10,F50,F100,F202,F303",,
4ea408422ac5f4e3fc6714a4f51c26d6,54fbd19a33949bbc6f5fcdd80c52f30a,SAMSUNG,GALAXY STAR PRO DUOS (GT-S7262),Android,Google
731c418e5fb153b0abe0c2cc5c57e9af,246fbe596470b86d646f790542177af7,SYMPHONY,D19,,
35501851a77ad5b1c6c5cdcf318651b4,bf4a73847de0b58802bec282454fea4d,SYMPHONY,P6 PRO,Android,Google
3688f3551fe5a0fa504df0206e7d0a8e,45f437b4ddca44100f9d9b2d35f099f3,SYMPHONY,"L35, W66, W72, W160",Proprietary OS,Proprietary OS
dd58fe39c616b9a85e7c16df4d86341b,540e7f49e3b0009ac2f7d7ddb0bf511a,SYMPHONY,T160,,
7fc231a19e042fa57654d420487d2140,ab1b3cbc09963e08c4b5700e4dbe7a64,SYMPHONY,B21,,
0cededf8fe4649968a9aea83fafe6e97,35e0d0ab1d984ef87df94853fd921e71,APPLE,IPHONE 7 PLUS (A1784),iOS,Apple
ff4270f12864109832dfef41b09c7fce,81c55f17cdcb0c446fec3dc4c4018775,HTC,ONE A9 (2PQ9100),Android,Google
444244aed83652259257343106a09456,80bd1715030775a850314218605792b2,SAMSUNG,GALAXY J3 2016 DUOS (SM-J320F DS),Android,Google
70edd02876aa630788fee053629c490a,1b2da292532eae70a3dc7206fa91b66e,MICROMAX,X808,NUCLEUS,Mentor Graphics
af44e417f8c3bff4db1154d617c881a5,5c4465ed646da75e4430fb0a838397bc,MICROSOFT,LUMIA 435 DUAL SIM (RM-1069),Windows phone,Microsoft
2d7a30eb071bedf46897fabefad6d89d,b099b20392a70cadd60d6e057d923903,NOKIA,1202,Symbian OS,Symbian
ebc7ddee3b27fedfa602bbe04ef2cd96,6fc6b0145cf49295f813045d824ed317,SAMSUNG,GT-E1272,Samsung OS,Samsung
a0964e5294b9e44e1b88b5c11a4e95b2,841515e67a28bd8806d351453ca39f41,G-PHONE,GP24,,
170a8ebd606f04856cad086df7859bfe,8b994b3d514939e31d1a8a1801a2dccb,XIAOMI,REDMI NOTE 5 (M1803E7SH),Android,Google
1b27ab21a4f50afb934591fbe3b49f54,65a0b9337c703fae43ecb7afe74758a4,SYMPHONY,L17,,
